CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;CNPJ_ADMIN;ADMIN;CONDOM;FUNDO_EXCLUSIVO;COTST_INTERESSE;TAB_I_VL_ATIVO;TAB_I1_VL_DISP;TAB_I2_VL_CARTEIRA;TAB_I2A_VL_DIRCRED_RISCO;TAB_I2A1_VL_CRED_VENC_AD;TAB_I2A2_VL_CRED_VENC_INAD;TAB_I2A21_VL_TOTAL_PARCELA_INAD;TAB_I2A3_VL_CRED_INAD;TAB_I2A4_VL_CRED_DIRCRED_PERFM;TAB_I2A5_VL_CRED_VENCIDO_PENDENTE;TAB_I2A6_VL_CRED_EMP_RECUP;TAB_I2A7_VL_CRED_RECEITA_PUBLICA;TAB_I2A8_VL_CRED_ACAO_JUDIC;TAB_I2A9_VL_CRED_FATOR_RISCO;TAB_I2A10_VL_CRED_DIVERSO;TAB_I2A11_VL_REDUCAO_RECUP;TAB_I2B_VL_DIRCRED_SEM_RISCO;TAB_I2B1_CPF_CNPJ_CEDENTE_1;TAB_I2B1_PR_CEDENTE_1;TAB_I2B1_CPF_CNPJ_CEDENTE_2;TAB_I2B1_PR_CEDENTE_2;TAB_I2B1_CPF_CNPJ_CEDENTE_3;TAB_I2B1_PR_CEDENTE_3;TAB_I2B1_CPF_CNPJ_CEDENTE_4;TAB_I2B1_PR_CEDENTE_4;TAB_I2B1_CPF_CNPJ_CEDENTE_5;TAB_I2B1_PR_CEDENTE_5;TAB_I2B1_CPF_CNPJ_CEDENTE_6;TAB_I2B1_PR_CEDENTE_6;TAB_I2B1_CPF_CNPJ_CEDENTE_7;TAB_I2B1_PR_CEDENTE_7;TAB_I2B1_CPF_CNPJ_CEDENTE_8;TAB_I2B1_PR_CEDENTE_8;TAB_I2B1_CPF_CNPJ_CEDENTE_9;TAB_I2B1_PR_CEDENTE_9;TAB_I2C_VL_VLMOB;TAB_I2C1_VL_DEBENTURE;TAB_I2C2_VL_CRI;TAB_I2C3_VL_NP_COMERC;TAB_I2C4_VL_LETRA_FINANC;TAB_I2C5_VL_COTA_FUNDO_ICVM555;TAB_I2C6_VL_OUTRO;TAB_I2D_VL_TITPUB_FED;TAB_I2E_VL_CDB;TAB_I2F_VL_OPER_COMPROM;TAB_I2G_VL_OUTRO_RF;TAB_I2H_VL_COTA_FIDC;TAB_I2I_VL_COTA_FIDC_NP;TAB_I2J_VL_CONTRATO_FUTURO;TAB_I3_VL_POSICAO_DERIV;TAB_I3A_VL_MERCADO_TERMO;TAB_I3B_VL_MERCADO_OPCAO;TAB_I3C_VL_MERCADO_FUTURO;TAB_I3D_VL_DIFER_SWAP;TAB_I3E_VL_COBERTURA;TAB_I3F_VL_DEPOSITO_MARGEM;TAB_I4_VL_OUTRO_ATIVO;TAB_I4A_VL_CPRAZO;TAB_I4B_VL_LPRAZO
26.812.192/0001-24;AZUL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITORIOS;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;FECHADO;N;N;151111031.34;934.25;151110097.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0;;11071491.81;0.00;0.00;0.00;0.00;11071491.81;0.00;119469.95;0.00;0.00;0.00;56279709.12;83639426.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
26.812.976/0001-52;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA TAIPE CREDITO;2019-03-31;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FECHADO;N;S;1525584.29;4450.10;1518172.48;1269339.96;1251819.83;0.00;0.00;155768.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;138248.20;0.00;10694628000198;70.80;53146221000139;26.47;;;;;;;;;;;;;;;189097.55;0.00;0.00;0.00;0.00;189097.55;0.00;59734.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2961.71;2961.71;0.00
26.820.848/0001-50;WECASH FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2019-03-31;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FECHADO;N;N;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
26.820.851/0001-74;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ZB MULTI-RECEBÍVEIS;2019-03-31;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FECHADO;N;N;54984862.46;14990.30;53029235.58;38515065.94;37327910.51;0.00;0.00;2494682.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1307526.78;0.00;5103939000103;57.46;14741172000120;15.49;;;;;;;;;;;;;;;13952769.91;0.00;0.00;0.00;0.00;13952769.91;0.00;561399.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1940636.58;1940636.58;0.00
26.820.949/0001-21;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - FORNECEDORES CRB;2019-03-31;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FECHADO;N;N;117514820.72;4906.94;117483724.77;75796905.15;75796905.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;75154385000140;15.64;;;;;;;;;;;;;;;;;40043081.01;0.00;0.00;0.00;0.00;40043081.01;0.00;1643738.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26189.01;26189.01;0.00
26.820.954/0001-34;CREDBEV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;32382290.27;0.00;32382290.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26724635.52;2913489000622;46.04;2913489001270;23.27;;;;;;;;;;;;;;;5597526.75;0.00;0.00;0.00;0.00;5597526.75;0.00;60128.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
26.820.958/0001-12;MULTI RECEBÍVEIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FECHADO;N;N;4381319.13;4986.07;4052055.87;79277.75;0.00;0.00;0.00;80078.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;800.79;2147402.35;;;;;;;;;;;;;;;;;;;1764096.56;0.00;0.00;0.00;0.00;1764096.56;0.00;61279.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;324277.19;324277.19;0.00
26.861.407/0001-05;FABBRIANI RCEIVABLES FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO;2019-03-31;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;FECHADO;S;N;128.64;128.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1982546.87;0.00;0.00;0.00;0.00;;0.00;;0.00;;0.00;;0.00;;0.00;;0.00;;0.00;;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
26.861.630/0001-44;WELLINGTON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;FECHADO;N;S;20583535.14;640.00;20582895.14;20000000.00;20000000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;582895.14;0.00;0.00;0.00;0.00;582895.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
26.907.753/0001-79;WNT FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;2190073.25;8993.77;2181079.48;1920556.39;1920556.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;260523.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
26.913.757/0001-60;LESTE ARBITRAGEM FIC DE FIDC NP I;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;FECHADO;N;S;2028688.29;2000.00;2026688.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;95791.80;0.00;0.00;0.00;0.00;95791.80;0.00;0.00;0.00;0.00;0.00;0.00;1930896.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
26.913.775/0001-41;LESTE ARBITRAGEM I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;FECHADO;N;S;3867100.70;489349.18;3377751.52;3298166.96;0.00;0.00;0.00;0.00;0.00;3298166.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;79584.56;0.00;0.00;0.00;0.00;79584.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
26.913.809/0001-06;PROA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;ABERTO;N;N;7678746.14;1564.89;7515514.44;410702.93;410702.93;38159.43;14774.28;128267.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;166426.62;5682210.51;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;543143.15;0.00;0.00;0.00;0.00;543143.15;0.00;47787.98;0.00;831669.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;161666.81;161666.81;0.00
26.984.508/0001-65;OCEAN ASSET FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;6337713.63;4864.74;6296489.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5019049.62;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;1102240.05;0.00;0.00;0.00;0.00;1102240.05;0.00;44938.09;0.00;130261.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;36359.58;36359.58;0.00
27.016.615/0001-62;EFFICIENTIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-03-31;15.489.568/0001-95;INTRADER DTVM LTDA;FECHADO;N;N;7179340.42;84012.86;7090958.23;7090958.23;6809409.19;0.00;0.00;367317.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;85768.70;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4369.33;4369.33;0.00
27.151.223/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ SABEMI CONSIGNADOS VII;2019-03-31;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES;FECHADO;N;N;319233132.62;3050.54;319143280.54;304180963.53;310324910.05;0.00;0.00;2766266.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8910212.60;0.00;;;;;;;;;;;;;;;;;;;9428417.16;0.00;0.00;0.00;0.00;9428417.16;0.00;5533899.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;86801.54;86801.54;0.00
27.216.590/0001-40;STEP-UP IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;03.017.677/0001-20;BANCO J. SAFRA S.A.;FECHADO;N;S;126493950.01;0.00;126492950.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26019179.47;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;100473770.54;0.00;0.00;0.00;0.00;100473770.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1000.00;1000.00;0.00
27.217.664/0001-63;JPI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;10420186.65;8937.27;9970874.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8295969.82;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;81705.61;0.00;1593198.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;440375.06;440374.97;0.09
27.217.703/0001-22;FORTE OESTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;ABERTO;N;N;5149780.50;5949.37;5025930.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3748517.77;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;44938.08;0.00;1232474.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;117900.66;117900.66;0.00
27.217.740/0001-30;DESCONTANET APUAMA  FIDC;2019-03-31;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ABERTO;N;N;4758187.58;10705.48;4689937.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4120778.57;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;200264.50;0.00;0.00;0.00;0.00;200264.50;0.00;8170.56;0.00;360724.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;57544.20;57544.20;0.00
27.229.520/0001-27;SELECTOR FINANÇAS  FUNDO  DE INVESTIMENTO  EM  DIREITOS  CREDITÓRIOS  NÃO - PADRONIZADOS;2019-03-31;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA;FECHADO;N;S;1214228.62;780.13;1213448.49;0.00;0.00;0.00;0.00;4990383.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4990383.68;0.00;10193734000198;431.81;15645001000160;318.84;;;;;;;;;;;;;;;1213448.49;0.00;0.00;0.00;0.00;1213448.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.262.798/0001-04;7 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;92.904.564/0001-77;ORLA DTVM S.A.;FECHADO;S;S;20000.00;20000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;70000000.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.281.166/0001-80;BRAVA - PECEM DEVELOPEMENT FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-03-31;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA;FECHADO;N;S;3102936.95;12880.79;3090056.16;3090056.16;0.00;0.00;0.00;3090056.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.326.119/0001-05;DFG FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;8624606.37;9925.21;8524211.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8442251.91;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31858.66;0.00;50100.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;90470.00;90469.91;0.09
27.326.160/0001-81;HB CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS;2019-03-31;24.361.690/0001-72;LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;FECHADO;N;N;46840159.04;89266.06;38300783.11;35849916.64;35479688.65;0.00;0.00;920794.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;550566.49;0.00;;;;;;;;;;;;;;;;;;;2450866.47;0.00;0.00;0.00;0.00;2450866.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8450109.87;8450109.87;0.00
27.336.359/0001-90;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS ANGÁ LEASING 2921;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;FECHADO;N;N;28317777.93;13586.99;28287937.24;26731949.99;26731949.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0;;1445712.31;0.00;0.00;0.00;0.00;1445712.31;0.00;110274.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16253.70;16253.70;0.00
27.467.600/0001-10;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA DAMHA LOTEAMENTO;2019-03-31;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;FECHADO;N;N;50519564.62;84457.46;50420488.79;41629914.33;40574038.99;0.00;0.00;1304723.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;248848.37;0.00;;;;;;;;;;;;;;;;;;;8729295.25;0.00;0.00;0.00;0.00;8729295.25;0.00;61279.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14618.37;14618.37;0.00
27.520.639/0001-54;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDISFERA;2019-03-31;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FECHADO;N;N;984.31;149.00;835.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;835.31;0.00;0.00;0.00;0.00;835.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.531.226/0001-75;ACP INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ABERTO;S;S;1577420.22;33816.71;1543603.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1535432.95;4239719000130;105.49;;0.00;;0.00;;0.00;;0.00;;0.00;;0.00;;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8170.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.531.244/0001-57;ONDABRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;23594146.19;3854.85;7784395.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;254869.24;0.00;7529526.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15805895.74;0.00;15805895.74
27.531.264/0001-28;DUO BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;33.886.862/0001-12;MAXIMA S/A CCTVM;ABERTO;N;N;1752446.02;1.00;1592195.73;1008851.85;871338.81;0.00;0.00;0.00;0.00;220261.22;0.00;0.00;0.00;0.00;0.00;82748.18;0.00;;;;;;;;;;;;;;;;;;;575173.32;0.00;0.00;0.00;0.00;575173.32;0.00;8170.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;160249.29;160249.29;0.00
27.531.283/0001-54;APOLLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;12131865.34;2944.16;11952818.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10007575.06;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;1442001.87;0.00;0.00;0.00;0.00;1442001.87;0.00;12255.84;0.00;490985.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;176102.59;176102.56;0.03
27.614.527/0001-62;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ SABEMI CONSIGNADOS VIII;2019-03-31;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES;FECHADO;N;N;469006880.22;25213.47;468810058.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;441808034.25;87163234000138;94.28;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2290439.64;0.00;24711584.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;171607.88;171607.88;0.00
27.635.225/0001-70;ÔNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2019-03-31;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;ABERTO;N;S;3771097.63;228806.60;3541586.62;3540607.99;3503219.43;0.00;0.00;46423.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9035.04;0.00;;;;;;;;;;;;;;;;;;;978.63;0.00;0.00;0.00;0.00;978.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;704.41;704.41;0.00
27.635.265/0001-12;SOARCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;FECHADO;N;N;32309144.85;553731.53;31660647.01;5270288.28;5272933.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2645.23;10766138.63;1833776000317;10.18;0;;0;;0;;0;;0;;0;;0;;0;;15166251.94;0.00;0.00;0.00;0.00;15166251.94;0.00;457968.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;94766.31;94766.31;0.00
27.635.296/0001-73;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITCORP;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;ABERTO;N;N;15582777.70;10780.34;15568600.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14108140.50;42509257000113;31.63;50109271000158;13.30;7378783000190;11.28;4405780000100;10.93;4390556000192;10.55;0;;0;;0;;0;;1261343.50;0.00;0.00;0.00;0.00;1261343.50;0.00;199116.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3396.77;3396.77;0.00
27.635.377/0001-73;CITRINO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;ABERTO;N;S;100388504.23;1103518.21;94852095.28;370571.78;370571.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;92971609.65;;;;;;;;;;;;;;;;;;;1509912.78;1075888.44;0.00;0.00;0.00;434024.34;0.00;0.00;0.00;0.00;1.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4432890.74;4432890.74;0.00
27.709.219/0001-10;MUTUAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2019-03-31;15.489.568/0001-95;INTRADER DTVM LTDA;FECHADO;N;N;1062981.80;0.00;1059345.74;310282.89;284071.50;0.00;0.00;72478.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;46266.94;0.00;;;;;;;;;;;;;;;;;;;749062.85;0.00;0.00;0.00;0.00;749062.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3636.06;3636.06;0.00
